Customer ID,Sales,Profit,Quantity,cluster
PB-19210,132.738,21.897,10,1
PC-18745,1832.064,272.6849999999999,22,1
PC-19000,1061.488,-184.33640000000008,18,1
PF-19120,9062.864000000001,-614.2943000000006,75,3
PF-19165,2770.0,196.8738999999998,34,1
PF-19225,2206.128,591.3118000000001,32,1
PG-18820,3086.907,137.46129999999985,83,0
PG-18895,1987.164,334.51629999999994,61,0
PH-18790,729.6480000000001,47.88779999999998,6,1
PJ-18835,1220.0900000000001,442.13550000000004,46,1
PJ-19015,1824.234,682.9979000000001,25,1
PK-18910,1441.1520000000005,-798.7050000000003,14,1
PK-19075,8646.934000000001,2038.2675999999997,107,2
PL-18925,239.48100000000005,-0.7527000000000008,29,1
PM-18940,1405.402,157.87679999999992,16,1
PM-19135,4115.662,526.7537000000001,36,1
PN-18775,1467.152,192.03959999999998,47,1
PO-18850,7473.828200000002,38.475699999999776,91,0
PO-18865,2493.214,437.8533,54,0
PO-19180,4893.043,1155.4331,65,0
PO-19195,1056.858,-49.70090000000004,32,1
PP-18955,7252.608,1495.0853999999997,138,2
PR-18880,1840.178,247.6225999999999,43,1
PS-18760,2181.4790000000003,-134.44099999999995,75,0
PS-18970,1278.639,198.50989999999996,52,1
PS-19045,6843.634,1742.7296999999999,47,2
PT-19090,160.572,-20.050800000000017,19,1
PV-18985,2876.0460000000003,434.5284000000001,52,0
PW-19030,3454.916,803.8168999999999,48,0
PW-19240,3922.415,1290.354,39,0
QJ-19255,6108.338,1203.6768000000002,61,0
RA-19285,2617.906,546.0881999999999,58,0
RA-19885,3832.3140000000003,1292.8656,53,0
RA-19915,4793.543,304.86729999999983,75,0
RA-19945,1686.9225000000001,-445.6949999999999,27,1
RB-19330,1008.1959999999999,-164.40619999999996,16,1
RB-19360,15117.339,6976.095899999999,71,2
RB-19435,2663.0860000000002,477.2398999999999,66,0
RB-19465,4715.465999999999,640.5465999999999,85,0
RB-19570,528.546,76.8879,35,1
RB-19645,221.084,72.67899999999999,29,1
RB-19705,2067.45,243.07549999999986,22,1
RB-19795,5633.316000000001,-461.7332000000001,92,0
RC-19825,966.409,63.9914,29,1
RC-19960,885.752,10.563299999999977,44,1
RD-19480,4272.93,480.5939999999999,60,0
RD-19585,2912.8940000000002,734.5158,73,0
RD-19660,2786.632,835.7719999999999,23,1
RD-19720,1419.737,207.3304,78,0
RD-19810,1137.616,318.4625,63,0
RD-19900,3133.924,455.52919999999983,85,0
RD-19930,970.942,35.057400000000015,33,1
RE-19405,48.36,6.044999999999995,5,1
RE-19450,876.696,209.2294,47,1
RF-19345,3309.15,633.7071999999998,67,0
RF-19735,2341.2960000000003,711.6168,53,0
RF-19840,945.222,280.0261,45,1
RH-19495,3621.376,563.7876999999999,38,1
RH-19510,6979.18,1289.4534999999994,43,0
RH-19555,740.382,0.30569999999996256,11,1
RH-19600,2085.74,172.62609999999984,43,1
RK-19300,1460.192,269.688,29,1
RL-19615,6234.91,488.1483999999998,101,0
RM-19375,1453.474,392.14989999999995,29,1
RM-19675,5979.096,1902.5438,39,2
RM-19750,98.35,28.687899999999992,4,1
RO-19780,3815.478,-1262.5715999999998,48,3
RP-19270,954.6451999999999,59.53840000000003,47,1
RP-19390,5153.084000000001,465.25030000000015,88,0
RP-19855,2170.716,594.5867999999999,61,0
RR-19315,615.9319999999999,-73.83499999999997,7,1
RR-19525,3302.262,721.6825999999999,36,1
RS-19420,3221.29,633.4514,29,1
RS-19765,4159.77,1206.3851,54,0
RS-19870,22.328,9.5838,10,1
RW-19540,7397.401000000001,1586.6272999999997,89,2
RW-19630,3279.746,698.8324999999999,53,0
RW-19690,3495.6459999999997,707.5502999999999,61,0
SA-20830,4767.3415,610.1495999999997,75,0
SB-20170,1348.02,157.66579999999993,24,1
SB-20185,6410.996,885.4623999999995,45,0
SB-20290,8057.891,-2082.7451000000005,84,3
SC-20020,3362.9636,-317.0508000000001,62,0
SC-20050,4624.572,1011.7442999999997,61,0
SC-20095,14142.334,5757.4119,87,2
SC-20230,4371.9580000000005,440.1409999999999,49,0
SC-20260,3729.7929999999997,671.0033999999999,63,0
SC-20305,3979.065,229.16170000000002,64,0
SC-20380,5992.536,236.66149999999988,80,0
SC-20440,1874.998,379.56109999999984,44,1
SC-20575,902.7280000000001,100.22529999999995,30,1
SC-20680,1254.64,370.1578,26,1
SC-20695,2576.408,611.8290999999999,66,0
SC-20725,5226.21,1276.6512999999998,133,0
SC-20770,4492.657,-671.1873999999999,75,0
SC-20800,279.25600000000003,51.8252,11,1
SC-20845,280.63200000000006,31.175699999999985,13,1
SD-20485,6121.1140000000005,1985.1672,82,2
SE-20110,12209.438,2650.6768999999995,78,2
SF-20065,763.5459999999999,228.16229999999996,35,1
SF-20200,3422.786,286.90460000000013,74,0
SF-20965,3336.5350000000003,539.9352,66,0
SG-20080,3406.581,570.4379999999999,30,1
SG-20470,1884.7979999999998,-119.01049999999998,62,0
SG-20605,3124.8320000000003,463.26899999999995,49,0
SG-20890,47.946,-3.7073000000000036,17,1
SH-19975,3406.8395,558.4739999999999,113,0
SH-20395,2180.718,-144.5229000000002,45,1
SH-20635,2096.3920000000003,260.6258000000001,16,1
SJ-20125,3949.656,144.1189,104,0
SJ-20215,1341.036,-23.51370000000003,35,1
SJ-20500,1318.7759999999998,68.0962999999999,30,1
SK-19990,883.409,168.79329999999996,19,1
SL-20155,3053.012,527.9715,30,1
SM-20005,244.494,-26.59269999999999,26,1
SM-20320,25043.05,-1980.7393000000022,50,3
SM-20905,1043.0410000000002,-237.28850000000003,20,1
SM-20950,5563.392,581.5741999999999,94,0
SN-20560,1860.4179999999997,-716.8565000000001,67,0
SN-20710,3127.9592,481.7498999999999,89,0
SO-20335,2602.5755,-81.08580000000005,52,1
SP-20545,1306.086,-118.77570000000009,43,1
SP-20620,5440.319,-270.42819999999966,77,0
SP-20650,1872.436,268.4781999999999,71,0
SP-20860,4282.9400000000005,566.7225999999997,80,0
SP-20920,3990.689,14.69239999999985,57,0
SR-20425,3233.4810000000007,-3333.914400000001,34,3
SR-20740,4345.886,1990.4243999999999,50,0
SS-20140,1324.028,332.34869999999995,86,0
SS-20410,3056.807,-1010.9738000000004,46,1
SS-20515,613.4,199.93449999999996,36,1
SS-20590,418.49,135.54010000000002,17,1
SS-20875,964.6360000000001,-75.58600000000008,39,1
ST-20530,433.34000000000003,84.44189999999998,33,1
SU-20665,2595.364,763.4719,61,0
SV-20365,11470.95,1199.4242,109,2
SV-20785,4105.305,485.0271999999998,91,0
SV-20815,1271.0900000000001,199.6501999999999,24,1
SV-20935,1903.491,106.89120000000003,66,0
SW-20245,1085.078,-19.60620000000001,33,1
SW-20275,1966.6499999999999,332.8725,28,1
SW-20350,1019.0440000000001,95.83829999999998,25,1
SW-20455,2921.544,793.6547999999999,18,1
SW-20755,758.6959999999999,68.24159999999995,27,1
SZ-20035,3625.329,366.43029999999993,69,0
TA-21385,14595.62,4703.788299999999,36,2
TB-21055,1467.881,390.2113,66,0
TB-21175,3589.296,829.1635,36,1
TB-21190,816.1740000000001,179.00379999999996,23,1
TB-21250,1602.376,260.61549999999994,74,0
TB-21280,2198.45,490.9566999999999,35,1
TB-21355,834.328,268.967,44,1
TB-21400,9133.99,2798.3688999999995,55,2
TB-21520,4737.486000000001,-1603.0451,85,3
TB-21595,1387.559,-136.40909999999997,29,1
TB-21625,2797.6679999999997,379.8819999999997,60,0
TC-20980,19052.217999999997,8981.323899999998,42,2
TC-21145,1038.26,265.5332,17,1
TC-21295,4266.812,606.3727000000001,63,0
TC-21475,1244.976,119.10399999999997,45,1
TC-21535,742.558,217.933,28,1
TD-20995,1434.548,88.1897,67,0
TG-21310,3058.372,682.1704,30,1
TG-21640,2074.661,365.7205000000001,50,1
TH-21100,2422.824,-135.21250000000018,29,1
TH-21115,2942.772,-252.5539,29,1
TH-21235,1022.201,92.72899999999998,40,1
TH-21550,4234.0960000000005,-571.9678000000001,44,1
TM-21010,2955.226,573.3013,67,0
TM-21490,1094.6779999999999,292.521,12,1
TN-21040,3130.221,-692.0451999999999,48,1
TP-21130,4454.056,1129.1261,55,0
TP-21415,5329.0048,-1087.3898000000002,39,3
TP-21565,1936.6400000000003,139.2286999999999,48,1
TR-21325,675.942,220.36439999999993,22,1
TS-21085,4.833000000000001,-3.3156,4,1
TS-21160,2163.624,260.8744,60,0
TS-21205,5371.09,862.8877000000001,67,0
TS-21340,974.782,-184.97889999999998,51,1
TS-21370,11891.751,2371.7144,59,2
TS-21430,2054.14,48.701699999999974,31,1
TS-21505,2243.274,11.377900000000025,54,0
TS-21610,2820.424,-294.6981000000002,44,1
TS-21655,3368.094,220.91629999999992,52,0
TT-21070,4915.602,751.9567,66,0
TT-21220,1427.044,278.73709999999994,55,1
TT-21265,439.5,93.9162,8,1
TT-21460,5364.808,1124.4998999999998,48,0
TW-21025,5278.826,737.3904999999997,57,0
TZ-21580,1707.286,224.88869999999991,30,1
VB-21745,2005.596,371.23979999999995,37,1
VD-21670,6442.254,1617.7874000000002,71,2
VF-21715,847.944,-96.27800000000002,35,1
VG-21790,846.01,143.6268,32,1
VG-21805,427.372,-52.333,16,1
VM-21685,2454.866,513.5269,37,1
VM-21835,380.69,116.6373,25,1
VP-21730,993.902,205.38879999999997,18,1
VP-21760,3360.526,-1018.7768,65,3
VS-21820,1055.981,-262.80930000000006,38,1
VT-21700,1736.596,-224.08890000000008,42,1
VW-21775,6134.038,-874.6645000000001,77,3
WB-21850,6160.102,714.3310999999997,146,0
XP-21865,2374.658,621.2299999999999,100,0
YC-21895,5454.35,1305.6290000000001,31,0
YS-21880,6720.444,1778.2922999999996,58,2
ZC-21910,8025.707,-1032.1490000000008,105,3
ZD-21925,1493.9440000000002,249.13069999999993,32,1
